text,sentiment
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral
"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",neutral
The presentation material can be viewed on the company 's website in English after the conference .,neutral
`` This could be us .,neutral
The investment would be some EUR5m .,neutral
The purchase price was not disclosed .,neutral
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",neutral
"You need to be ready when the window opens up , Rosberg said .",neutral
The medium-term operative targets of the company remain unchanged .,neutral
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",neutral
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral
"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",neutral
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",neutral
Saunalahti is a part of the Elisa group .,neutral
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,neutral
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral
The deliveries are scheduled for the summer and autumn of 2008 .,neutral
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral
The combined value of the planned investments is about EUR 30mn .,neutral
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",neutral
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",neutral
"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",neutral
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",neutral
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,neutral
"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",neutral
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",neutral
The total amount of subscription prices was recorded in the fund for invested non-restricted equity .,neutral
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral
Net sales in 2008 are expected to be on the same level as in 2007 .,neutral
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive
Cash flow from operating activities is estimated to be positive .,positive
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive
Deliveries have started and the network will be ready for a launch soon .,positive
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",positive
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive
